Channel State,Experiment Time (minutes),State Time (samples)
disabled,60,2700000
disabled,61,2700000
disabled,62,2700000
disabled,63,2700000
disabled,64,2700000
disabled,65,2700000
disabled,66,2700000
disabled,67,2700000
disabled,68,2700000
disabled,69,2700000
disabled,70,2700000
disabled,71,2725128
disabled,72,3000000
disabled,73,3000000
disabled,74,3000000
disabled,75,3000000
disabled,76,3000000
disabled,77,3000000
disabled,78,3000000
disabled,79,3000000
disabled,80,3000000
disabled,81,3000000
disabled,82,3000000
disabled,83,3000000
disabled,84,3171428
disabled,85,3300000
disabled,86,1125664
locked,0,0
locked,1,0
locked,2,3136
locked,3,0
locked,4,0
locked,5,0
locked,6,0
locked,7,0
locked,8,0
locked,9,0
locked,10,0
locked,11,0
locked,12,0
locked,13,0
locked,14,0
locked,15,5012
locked,16,0
locked,17,0
locked,18,0
locked,19,0
locked,20,0
locked,21,0
locked,22,0
locked,23,0
locked,24,0
locked,25,0
locked,26,0
locked,27,0
locked,28,0
locked,29,0
locked,30,0
locked,31,0
locked,32,0
locked,33,0
locked,34,0
locked,35,0
locked,36,0
locked,37,0
locked,38,0
locked,39,5831
locked,40,4204
locked,41,5001
locked,42,0
locked,43,0
locked,44,0
locked,45,0
locked,46,0
locked,47,0
locked,48,0
locked,49,0
locked,50,0
locked,51,0
locked,52,2890
locked,53,0
locked,54,0
locked,55,5002
locked,56,7267
locked,57,0
locked,58,0
locked,59,0
locked,60,0
locked,61,0
locked,62,0
locked,63,0
locked,64,0
locked,65,0
locked,66,0
locked,67,0
locked,68,0
locked,69,0
locked,70,0
locked,71,7148
locked,72,0
locked,73,0
locked,74,0
locked,75,0
locked,76,0
locked,77,0
locked,78,0
locked,79,0
locked,80,0
locked,81,0
locked,82,0
locked,83,0
locked,84,5000
locked,85,0
locked,86,5009
multiple,0,0
multiple,1,514710
multiple,2,0
multiple,3,0
multiple,4,0
multiple,5,0
multiple,6,0
multiple,7,0
multiple,8,0
multiple,9,0
multiple,10,0
multiple,11,0
multiple,12,0
multiple,13,0
multiple,14,0
multiple,15,0
multiple,16,0
multiple,17,0
multiple,18,0
multiple,19,0
multiple,20,0
multiple,21,0
multiple,22,0
multiple,23,0
multiple,24,0
multiple,25,0
multiple,26,0
multiple,27,0
multiple,28,0
multiple,29,0
multiple,30,0
multiple,31,0
multiple,32,0
multiple,33,0
multiple,34,0
multiple,35,0
multiple,36,0
multiple,37,0
multiple,38,0
multiple,39,0
multiple,40,0
multiple,41,0
multiple,42,0
multiple,43,0
multiple,44,0
multiple,45,0
multiple,46,0
multiple,47,0
multiple,48,0
multiple,49,0
multiple,50,0
multiple,51,0
multiple,52,0
multiple,53,0
multiple,54,0
multiple,55,0
multiple,56,0
multiple,57,0
multiple,58,0
multiple,59,0
multiple,60,0
multiple,61,0
multiple,62,0
multiple,63,0
multiple,64,0
multiple,65,0
multiple,66,0
multiple,67,0
multiple,68,0
multiple,69,0
multiple,70,0
multiple,71,0
multiple,72,0
multiple,73,0
multiple,74,0
multiple,75,0
multiple,76,0
multiple,77,0
multiple,78,0
multiple,79,0
multiple,80,0
multiple,81,0
multiple,82,0
multiple,83,0
multiple,84,0
multiple,85,0
multiple,86,0
no_pore,0,0
no_pore,1,904912
no_pore,2,22200000
no_pore,3,22200000
no_pore,4,22200000
no_pore,5,22200000
no_pore,6,22200000
no_pore,7,22200000
no_pore,8,22200000
no_pore,9,22200000
no_pore,10,22200000
no_pore,11,22200000
no_pore,12,22200000
no_pore,13,22200000
no_pore,14,22200000
no_pore,15,22200000
no_pore,16,22200000
no_pore,17,22200000
no_pore,18,22200000
no_pore,19,22200000
no_pore,20,22200000
no_pore,21,22200000
no_pore,22,22200000
no_pore,23,22200000
no_pore,24,22200000
no_pore,25,22200000
no_pore,26,22200000
no_pore,27,22200000
no_pore,28,22200000
no_pore,29,22200000
no_pore,30,22200000
no_pore,31,22200000
no_pore,32,22200000
no_pore,33,22200000
no_pore,34,22200000
no_pore,35,22200000
no_pore,36,22200000
no_pore,37,22200000
no_pore,38,22200000
no_pore,39,22200000
no_pore,40,22200000
no_pore,41,22200000
no_pore,42,22200000
no_pore,43,22200000
no_pore,44,22200000
no_pore,45,22200000
no_pore,46,22200000
no_pore,47,22200000
no_pore,48,22200000
no_pore,49,22200000
no_pore,50,22200000
no_pore,51,22200000
no_pore,52,22200000
no_pore,53,22200000
no_pore,54,22200000
no_pore,55,22200000
no_pore,56,22200000
no_pore,57,22200000
no_pore,58,22200000
no_pore,59,22200000
no_pore,60,22200000
no_pore,61,22200000
no_pore,62,22200000
no_pore,63,22200000
no_pore,64,22200000
no_pore,65,22200000
no_pore,66,22200000
no_pore,67,22200000
no_pore,68,22200000
no_pore,69,22200000
no_pore,70,22200000
no_pore,71,22200000
no_pore,72,22200000
no_pore,73,22200000
no_pore,74,22200000
no_pore,75,22200000
no_pore,76,22200000
no_pore,77,22200000
no_pore,78,22200000
no_pore,79,22200000
no_pore,80,22200000
no_pore,81,22200000
no_pore,82,22200000
no_pore,83,22200000
no_pore,84,22200000
no_pore,85,22200000
no_pore,86,7044045
pending_manual_reset,0,501348
pending_manual_reset,1,315436
pending_manual_reset,2,0
pending_manual_reset,3,0
pending_manual_reset,4,0
pending_manual_reset,5,0
pending_manual_reset,6,0
pending_manual_reset,7,0
pending_manual_reset,8,0
pending_manual_reset,9,0
pending_manual_reset,10,0
pending_manual_reset,11,0
pending_manual_reset,12,0
pending_manual_reset,13,0
pending_manual_reset,14,0
pending_manual_reset,15,0
pending_manual_reset,16,0
pending_manual_reset,17,0
pending_manual_reset,18,0
pending_manual_reset,19,0
pending_manual_reset,20,0
pending_manual_reset,21,0
pending_manual_reset,22,0
pending_manual_reset,23,0
pending_manual_reset,24,0
pending_manual_reset,25,0
pending_manual_reset,26,0
pending_manual_reset,27,0
pending_manual_reset,28,0
pending_manual_reset,29,0
pending_manual_reset,30,0
pending_manual_reset,31,0
pending_manual_reset,32,0
pending_manual_reset,33,0
pending_manual_reset,34,0
pending_manual_reset,35,0
pending_manual_reset,36,0
pending_manual_reset,37,0
pending_manual_reset,38,0
pending_manual_reset,39,0
pending_manual_reset,40,0
pending_manual_reset,41,0
pending_manual_reset,42,0
pending_manual_reset,43,0
pending_manual_reset,44,0
pending_manual_reset,45,0
pending_manual_reset,46,0
pending_manual_reset,47,0
pending_manual_reset,48,0
pending_manual_reset,49,0
pending_manual_reset,50,0
pending_manual_reset,51,0
pending_manual_reset,52,0
pending_manual_reset,53,0
pending_manual_reset,54,0
pending_manual_reset,55,0
pending_manual_reset,56,0
pending_manual_reset,57,0
pending_manual_reset,58,0
pending_manual_reset,59,0
pending_manual_reset,60,0
pending_manual_reset,61,0
pending_manual_reset,62,0
pending_manual_reset,63,0
pending_manual_reset,64,0
pending_manual_reset,65,0
pending_manual_reset,66,0
pending_manual_reset,67,0
pending_manual_reset,68,0
pending_manual_reset,69,0
pending_manual_reset,70,0
pending_manual_reset,71,0
pending_manual_reset,72,0
pending_manual_reset,73,0
pending_manual_reset,74,0
pending_manual_reset,75,0
pending_manual_reset,76,0
pending_manual_reset,77,0
pending_manual_reset,78,0
pending_manual_reset,79,0
pending_manual_reset,80,0
pending_manual_reset,81,0
pending_manual_reset,82,0
pending_manual_reset,83,0
pending_manual_reset,84,0
pending_manual_reset,85,0
pending_manual_reset,86,0
pending_mux_change,0,735948
pending_mux_change,1,311365
pending_mux_change,2,264443
pending_mux_change,3,215590
pending_mux_change,4,222984
pending_mux_change,5,224135
pending_mux_change,6,232953
pending_mux_change,7,261238
pending_mux_change,8,212998
pending_mux_change,9,212192
pending_mux_change,10,202778
pending_mux_change,11,206599
pending_mux_change,12,201509
pending_mux_change,13,209131
pending_mux_change,14,301770
pending_mux_change,15,225105
pending_mux_change,16,227104
pending_mux_change,17,264330
pending_mux_change,18,251890
pending_mux_change,19,275815
pending_mux_change,20,250931
pending_mux_change,21,205611
pending_mux_change,22,209253
pending_mux_change,23,207629
pending_mux_change,24,201505
pending_mux_change,25,217421
pending_mux_change,26,237945
pending_mux_change,27,192702
pending_mux_change,28,215348
pending_mux_change,29,269946
pending_mux_change,30,206257
pending_mux_change,31,164716
pending_mux_change,32,170909
pending_mux_change,33,205606
pending_mux_change,34,193240
pending_mux_change,35,198138
pending_mux_change,36,203304
pending_mux_change,37,203764
pending_mux_change,38,178255
pending_mux_change,39,192669
pending_mux_change,40,177919
pending_mux_change,41,199737
pending_mux_change,42,214320
pending_mux_change,43,172415
pending_mux_change,44,198731
pending_mux_change,45,180296
pending_mux_change,46,170778
pending_mux_change,47,194474
pending_mux_change,48,242830
pending_mux_change,49,185454
pending_mux_change,50,157517
pending_mux_change,51,234331
pending_mux_change,52,199595
pending_mux_change,53,200636
pending_mux_change,54,184902
pending_mux_change,55,174606
pending_mux_change,56,176559
pending_mux_change,57,177891
pending_mux_change,58,165305
pending_mux_change,59,219246
pending_mux_change,60,175952
pending_mux_change,61,152043
pending_mux_change,62,134384
pending_mux_change,63,136163
pending_mux_change,64,155468
pending_mux_change,65,146779
pending_mux_change,66,180481
pending_mux_change,67,167628
pending_mux_change,68,189764
pending_mux_change,69,186271
pending_mux_change,70,150704
pending_mux_change,71,188493
pending_mux_change,72,142542
pending_mux_change,73,152240
pending_mux_change,74,145737
pending_mux_change,75,149821
pending_mux_change,76,171605
pending_mux_change,77,168221
pending_mux_change,78,122010
pending_mux_change,79,155832
pending_mux_change,80,130632
pending_mux_change,81,181459
pending_mux_change,82,199159
pending_mux_change,83,130888
pending_mux_change,84,128740
pending_mux_change,85,118630
pending_mux_change,86,42150
pore,0,0
pore,1,1656756
pore,2,3047785
pore,3,6551782
pore,4,6786400
pore,5,6198643
pore,6,5376794
pore,7,5150574
pore,8,5100195
pore,9,5753921
pore,10,6093021
pore,11,6437279
pore,12,6644036
pore,13,5950646
pore,14,4988460
pore,15,6027048
pore,16,6104414
pore,17,5842810
pore,18,4872426
pore,19,4524358
pore,20,4784204
pore,21,5153751
pore,22,4836732
pore,23,4698415
pore,24,4683563
pore,25,4898888
pore,26,4887586
pore,27,4800464
pore,28,4683169
pore,29,3842282
pore,30,4057874
pore,31,4546831
pore,32,4791017
pore,33,4145251
pore,34,4940145
pore,35,4176819
pore,36,4490476
pore,37,4102383
pore,38,3756761
pore,39,4440720
pore,40,4458390
pore,41,3935936
pore,42,4207082
pore,43,4993503
pore,44,4248740
pore,45,4776127
pore,46,5501087
pore,47,4884081
pore,48,4223710
pore,49,3931310
pore,50,4168740
pore,51,3912952
pore,52,3664872
pore,53,3579700
pore,54,4876499
pore,55,4292140
pore,56,4603198
pore,57,4317917
pore,58,5383951
pore,59,5287032
pore,60,4828183
pore,61,4233656
pore,62,3957089
pore,63,3976877
pore,64,3972302
pore,65,4521943
pore,66,4125062
pore,67,3996058
pore,68,4279081
pore,69,3559937
pore,70,3912060
pore,71,3895474
pore,72,5057823
pore,73,4293499
pore,74,4253920
pore,75,4054124
pore,76,3883521
pore,77,4266232
pore,78,4239037
pore,79,3057152
pore,80,4525137
pore,81,4347685
pore,82,3514070
pore,83,4263043
pore,84,4820871
pore,85,4326153
pore,86,1598569
saturated,0,8852886
saturated,1,8681571
saturated,2,818
saturated,3,0
saturated,4,0
saturated,5,0
saturated,6,0
saturated,7,0
saturated,8,0
saturated,9,0
saturated,10,0
saturated,11,0
saturated,12,0
saturated,13,0
saturated,14,0
saturated,15,1248
saturated,16,0
saturated,17,0
saturated,18,0
saturated,19,0
saturated,20,0
saturated,21,0
saturated,22,0
saturated,23,0
saturated,24,0
saturated,25,0
saturated,26,0
saturated,27,0
saturated,28,0
saturated,29,0
saturated,30,0
saturated,31,0
saturated,32,0
saturated,33,0
saturated,34,0
saturated,35,0
saturated,36,0
saturated,37,0
saturated,38,0
saturated,39,0
saturated,40,0
saturated,41,0
saturated,42,0
saturated,43,0
saturated,44,0
saturated,45,0
saturated,46,0
saturated,47,0
saturated,48,0
saturated,49,0
saturated,50,0
saturated,51,0
saturated,52,0
saturated,53,0
saturated,54,0
saturated,55,0
saturated,56,0
saturated,57,0
saturated,58,0
saturated,59,0
saturated,60,0
saturated,61,0
saturated,62,0
saturated,63,0
saturated,64,0
saturated,65,0
saturated,66,0
saturated,67,0
saturated,68,0
saturated,69,0
saturated,70,0
saturated,71,0
saturated,72,0
saturated,73,0
saturated,74,0
saturated,75,0
saturated,76,0
saturated,77,0
saturated,78,0
saturated,79,0
saturated,80,0
saturated,81,0
saturated,82,0
saturated,83,0
saturated,84,0
saturated,85,0
saturated,86,0
strand,0,0
strand,1,571022
strand,2,1487477
strand,3,2388347
strand,4,2539318
strand,5,2880536
strand,6,3306778
strand,7,3495083
strand,8,4080041
strand,9,3576106
strand,10,2548145
strand,11,2302712
strand,12,2462767
strand,13,2692874
strand,14,2565700
strand,15,2184830
strand,16,2139608
strand,17,1906941
strand,18,2358377
strand,19,2650261
strand,20,2731116
strand,21,2467664
strand,22,3301714
strand,23,3393115
strand,24,3796741
strand,25,3213818
strand,26,3166571
strand,27,3461677
strand,28,3171953
strand,29,3209239
strand,30,2985264
strand,31,3092314
strand,32,2940079
strand,33,2665548
strand,34,2661904
strand,35,2624521
strand,36,2565175
strand,37,3048084
strand,38,3267165
strand,39,3090523
strand,40,2943353
strand,41,3371565
strand,42,2981501
strand,43,2667367
strand,44,2778207
strand,45,3232933
strand,46,2633090
strand,47,2485224
strand,48,2632779
strand,49,3458943
strand,50,3771999
strand,51,3066460
strand,52,3327559
strand,53,3389676
strand,54,2459165
strand,55,2759367
strand,56,2589118
strand,57,2673653
strand,58,2354979
strand,59,2014395
strand,60,2388516
strand,61,3365363
strand,62,3626442
strand,63,3595326
strand,64,3047044
strand,65,3136965
strand,66,3461612
strand,67,3147511
strand,68,2804409
strand,69,2992063
strand,70,3146760
strand,71,2783495
strand,72,2429358
strand,73,2354338
strand,74,2459999
strand,75,3127177
strand,76,3123858
strand,77,2910393
strand,78,3138759
strand,79,3664678
strand,80,2653159
strand,81,2974201
strand,82,3280872
strand,83,2828923
strand,84,2467826
strand,85,2555441
strand,86,767247
unavailable,0,526956
unavailable,1,618916
unavailable,2,1014417
unavailable,3,1512310
unavailable,4,1434044
unavailable,5,1599197
unavailable,6,1696819
unavailable,7,1536940
unavailable,8,1490145
unavailable,9,1443102
unavailable,10,1668520
unavailable,11,1613047
unavailable,12,1676261
unavailable,13,1655838
unavailable,14,2018417
unavailable,15,1648471
unavailable,16,1608921
unavailable,17,2014381
unavailable,18,1946478
unavailable,19,2207087
unavailable,20,2072924
unavailable,21,2174205
unavailable,22,1926525
unavailable,23,1881609
unavailable,24,1985065
unavailable,25,2290618
unavailable,26,2040884
unavailable,27,2147383
unavailable,28,2228217
unavailable,29,2523994
unavailable,30,2798236
unavailable,31,2652587
unavailable,32,2660177
unavailable,33,2634965
unavailable,34,2115664
unavailable,35,2628323
unavailable,36,2612269
unavailable,37,2573852
unavailable,38,2348886
unavailable,39,2059589
unavailable,40,1730088
unavailable,41,1732459
unavailable,42,1769208
unavailable,43,1466557
unavailable,44,1492842
unavailable,45,1239024
unavailable,46,1679160
unavailable,47,1754744
unavailable,48,1911124
unavailable,49,1820284
unavailable,50,1938796
unavailable,51,1950336
unavailable,52,2311654
unavailable,53,1929976
unavailable,54,1904762
unavailable,55,1866446
unavailable,56,1819910
unavailable,57,1729475
unavailable,58,1538153
unavailable,59,1824457
unavailable,60,1618542
unavailable,61,1595590
unavailable,62,1764056
unavailable,63,1969554
unavailable,64,1927870
unavailable,65,1779670
unavailable,66,1623988
unavailable,67,1609280
unavailable,68,1602511
unavailable,69,1883325
unavailable,70,1538833
unavailable,71,1888339
unavailable,72,1502922
unavailable,73,1540905
unavailable,74,1194236
unavailable,75,1476160
unavailable,76,1494025
unavailable,77,1625503
unavailable,78,1474139
unavailable,79,1530925
unavailable,80,1664835
unavailable,81,1374791
unavailable,82,1630534
unavailable,83,1427200
unavailable,84,1574329
unavailable,85,1598995
unavailable,86,590561
unblocking,0,0
unblocking,1,283732
unblocking,2,524483
unblocking,3,996761
unblocking,4,1037440
unblocking,5,1225093
unblocking,6,1255029
unblocking,7,1135081
unblocking,8,1154555
unblocking,9,844062
unblocking,10,1068563
unblocking,11,1004683
unblocking,12,1002683
unblocking,13,1090032
unblocking,14,1428200
unblocking,15,1116249
unblocking,16,1145187
unblocking,17,1354018
unblocking,18,1470601
unblocking,19,1543684
unblocking,20,1311601
unblocking,21,1137504
unblocking,22,1070667
unblocking,23,1109030
unblocking,24,1126873
unblocking,25,1225099
unblocking,26,1452987
unblocking,27,1025687
unblocking,28,1665297
unblocking,29,1636846
unblocking,30,1505956
unblocking,31,982557
unblocking,32,796574
unblocking,33,1544640
unblocking,34,1665807
unblocking,35,1287231
unblocking,36,1375749
unblocking,37,1144590
unblocking,38,1259126
unblocking,39,1351070
unblocking,40,1275162
unblocking,41,1210315
unblocking,42,1132834
unblocking,43,929589
unblocking,44,1309611
unblocking,45,1124362
unblocking,46,1128493
unblocking,47,1077580
unblocking,48,1152519
unblocking,49,1176610
unblocking,50,1061921
unblocking,51,1597000
unblocking,52,894130
unblocking,53,1018216
unblocking,54,1015480
unblocking,55,1084514
unblocking,56,908255
unblocking,57,915746
unblocking,58,722505
unblocking,59,1198278
unblocking,60,1208580
unblocking,61,1007789
unblocking,62,803715
unblocking,63,698270
unblocking,64,760789
unblocking,65,791745
unblocking,66,1229611
unblocking,67,916021
unblocking,68,1191380
unblocking,69,1072077
unblocking,70,833800
unblocking,71,947749
unblocking,72,671982
unblocking,73,970831
unblocking,74,746907
unblocking,75,1051103
unblocking,76,864895
unblocking,77,852417
unblocking,78,766334
unblocking,79,812405
unblocking,80,790957
unblocking,81,972508
unblocking,82,1032291
unblocking,83,959268
unblocking,84,798708
unblocking,85,700268
unblocking,86,183626
unclassified,0,4075994
unclassified,1,3472696
unclassified,2,476595
unclassified,3,405137
unclassified,4,391269
unclassified,5,458711
unclassified,6,381107
unclassified,7,384830
unclassified,8,333304
unclassified,9,299845
unclassified,10,311043
unclassified,11,352629
unclassified,12,301194
unclassified,13,298857
unclassified,14,416638
unclassified,15,339183
unclassified,16,334437
unclassified,17,389832
unclassified,18,479344
unclassified,19,382115
unclassified,20,392266
unclassified,21,249486
unclassified,22,334222
unclassified,23,331384
unclassified,24,306125
unclassified,25,400849
unclassified,26,424931
unclassified,27,444392
unclassified,28,454524
unclassified,29,339787
unclassified,30,339108
unclassified,31,330136
unclassified,32,302766
unclassified,33,278024
unclassified,34,331923
unclassified,35,314461
unclassified,36,416928
unclassified,37,403192
unclassified,38,292447
unclassified,39,397777
unclassified,40,230309
unclassified,41,322155
unclassified,42,388357
unclassified,43,322665
unclassified,44,376779
unclassified,45,212087
unclassified,46,261532
unclassified,47,274763
unclassified,48,457685
unclassified,49,376698
unclassified,50,378939
unclassified,51,418983
unclassified,52,410406
unclassified,53,486253
unclassified,54,399207
unclassified,55,362672
unclassified,56,426932
unclassified,57,363632
unclassified,58,360033
unclassified,59,388279
unclassified,60,331391
unclassified,61,265774
unclassified,62,291374
unclassified,63,312772
unclassified,64,407981
unclassified,65,363678
unclassified,66,349965
unclassified,67,377051
unclassified,68,488426
unclassified,69,440571
unclassified,70,429471
unclassified,71,349199
unclassified,72,164011
unclassified,73,265214
unclassified,74,184112
unclassified,75,235860
unclassified,76,235809
unclassified,77,191538
unclassified,78,175973
unclassified,79,266758
unclassified,80,268257
unclassified,81,322421
unclassified,82,328813
unclassified,83,237951
unclassified,84,223107
unclassified,85,228505
unclassified,86,69561
unclassified_following_reset,0,232590
unclassified_following_reset,1,263958
unclassified_following_reset,2,0
unclassified_following_reset,3,0
unclassified_following_reset,4,0
unclassified_following_reset,5,0
unclassified_following_reset,6,0
unclassified_following_reset,7,0
unclassified_following_reset,8,0
unclassified_following_reset,9,0
unclassified_following_reset,10,0
unclassified_following_reset,11,0
unclassified_following_reset,12,0
unclassified_following_reset,13,0
unclassified_following_reset,14,0
unclassified_following_reset,15,0
unclassified_following_reset,16,0
unclassified_following_reset,17,0
unclassified_following_reset,18,0
unclassified_following_reset,19,0
unclassified_following_reset,20,0
unclassified_following_reset,21,0
unclassified_following_reset,22,0
unclassified_following_reset,23,0
unclassified_following_reset,24,0
unclassified_following_reset,25,0
unclassified_following_reset,26,0
unclassified_following_reset,27,0
unclassified_following_reset,28,0
unclassified_following_reset,29,0
unclassified_following_reset,30,0
unclassified_following_reset,31,0
unclassified_following_reset,32,0
unclassified_following_reset,33,0
unclassified_following_reset,34,0
unclassified_following_reset,35,0
unclassified_following_reset,36,0
unclassified_following_reset,37,0
unclassified_following_reset,38,0
unclassified_following_reset,39,0
unclassified_following_reset,40,0
unclassified_following_reset,41,0
unclassified_following_reset,42,0
unclassified_following_reset,43,0
unclassified_following_reset,44,0
unclassified_following_reset,45,0
unclassified_following_reset,46,0
unclassified_following_reset,47,0
unclassified_following_reset,48,0
unclassified_following_reset,49,0
unclassified_following_reset,50,0
unclassified_following_reset,51,0
unclassified_following_reset,52,0
unclassified_following_reset,53,0
unclassified_following_reset,54,0
unclassified_following_reset,55,0
unclassified_following_reset,56,0
unclassified_following_reset,57,0
unclassified_following_reset,58,0
unclassified_following_reset,59,0
unclassified_following_reset,60,0
unclassified_following_reset,61,0
unclassified_following_reset,62,0
unclassified_following_reset,63,0
unclassified_following_reset,64,0
unclassified_following_reset,65,0
unclassified_following_reset,66,0
unclassified_following_reset,67,0
unclassified_following_reset,68,0
unclassified_following_reset,69,0
unclassified_following_reset,70,0
unclassified_following_reset,71,0
unclassified_following_reset,72,0
unclassified_following_reset,73,0
unclassified_following_reset,74,0
unclassified_following_reset,75,0
unclassified_following_reset,76,0
unclassified_following_reset,77,0
unclassified_following_reset,78,0
unclassified_following_reset,79,0
unclassified_following_reset,80,0
unclassified_following_reset,81,0
unclassified_following_reset,82,0
unclassified_following_reset,83,0
unclassified_following_reset,84,0
unclassified_following_reset,85,0
unclassified_following_reset,86,0
unknown_negative,0,1420172
unknown_negative,1,2481920
unknown_negative,2,0
unknown_negative,3,0
unknown_negative,4,0
unknown_negative,5,0
unknown_negative,6,0
unknown_negative,7,0
unknown_negative,8,0
unknown_negative,9,0
unknown_negative,10,0
unknown_negative,11,0
unknown_negative,12,0
unknown_negative,13,0
unknown_negative,14,0
unknown_negative,15,0
unknown_negative,16,0
unknown_negative,17,0
unknown_negative,18,0
unknown_negative,19,0
unknown_negative,20,0
unknown_negative,21,0
unknown_negative,22,0
unknown_negative,23,0
unknown_negative,24,0
unknown_negative,25,0
unknown_negative,26,0
unknown_negative,27,0
unknown_negative,28,0
unknown_negative,29,0
unknown_negative,30,0
unknown_negative,31,0
unknown_negative,32,0
unknown_negative,33,0
unknown_negative,34,0
unknown_negative,35,0
unknown_negative,36,0
unknown_negative,37,0
unknown_negative,38,0
unknown_negative,39,0
unknown_negative,40,0
unknown_negative,41,0
unknown_negative,42,0
unknown_negative,43,0
unknown_negative,44,0
unknown_negative,45,0
unknown_negative,46,0
unknown_negative,47,0
unknown_negative,48,0
unknown_negative,49,0
unknown_negative,50,0
unknown_negative,51,0
unknown_negative,52,0
unknown_negative,53,0
unknown_negative,54,0
unknown_negative,55,0
unknown_negative,56,0
unknown_negative,57,0
unknown_negative,58,0
unknown_negative,59,0
unknown_negative,60,0
unknown_negative,61,0
unknown_negative,62,0
unknown_negative,63,0
unknown_negative,64,0
unknown_negative,65,0
unknown_negative,66,0
unknown_negative,67,0
unknown_negative,68,0
unknown_negative,69,0
unknown_negative,70,0
unknown_negative,71,0
unknown_negative,72,0
unknown_negative,73,0
unknown_negative,74,0
unknown_negative,75,0
unknown_negative,76,0
unknown_negative,77,0
unknown_negative,78,0
unknown_negative,79,0
unknown_negative,80,0
unknown_negative,81,0
unknown_negative,82,0
unknown_negative,83,0
unknown_negative,84,0
unknown_negative,85,0
unknown_negative,86,0
unknown_positive,0,0
unknown_positive,1,730401
unknown_positive,2,834188
unknown_positive,3,1202653
unknown_positive,4,964091
unknown_positive,5,939842
unknown_positive,6,983929
unknown_positive,7,1050478
unknown_positive,8,975654
unknown_positive,9,993799
unknown_positive,10,1180249
unknown_positive,11,1110451
unknown_positive,12,988282
unknown_positive,13,1171133
unknown_positive,14,1266162
unknown_positive,15,1209888
unknown_positive,16,1038278
unknown_positive,17,899212
unknown_positive,18,1072022
unknown_positive,19,1017523
unknown_positive,20,1053458
unknown_positive,21,1052833
unknown_positive,22,967851
unknown_positive,23,911045
unknown_positive,24,776771
unknown_positive,25,804366
unknown_positive,26,738831
unknown_positive,27,762676
unknown_positive,28,689499
unknown_positive,29,795708
unknown_positive,30,889818
unknown_positive,31,826474
unknown_positive,32,830829
unknown_positive,33,852639
unknown_positive,34,664323
unknown_positive,35,928995
unknown_positive,36,696415
unknown_positive,37,591569
unknown_positive,38,787031
unknown_positive,39,722874
unknown_positive,40,761961
unknown_positive,41,870101
unknown_positive,42,691142
